Inventory
Id;title;subtitle;Authors;publisher;storingLocation;comment;;;;
;The Whistler;;John Grisham;Hodder;Ikea #11;;;;;
;The Client;;John Grisham;Dell;Ikea #11;;;;;
;Anklage;;John Grisham;Dell;Ikea #11;;;;;
;Die Tribute von Panem;Flammender Zorn;Suzanne Collins;Oertinger;Ikea #11;;;;;
;Die Tribute von Panem;Gefährliche Liebe;Suzanne Collins;Oertinger;Ikea #11;;;;;
;Die Betrogene;;Charlotte Link;blanvalet;Ikea #11;;;;;
;Du musst nicht von allen gemocht werden;Vom Mut, sich nicht zu verbiegen;Ichiro Kishimi, Fumitake Koga;rororo;Ikea #11;;;;;
;Du bist genug;Vom Mut glücklich zu sein;Ichiro Kishimi, Fumitake Koga;rororo;Ikea #11;;;;;
;Woyzeck;;Georg Büchner;Schöningh;Ikea #11;;;;;
;Der Sandmann, Das Öde Haus;;E. T. A. Hoffmann;;Ikea #11;;;;;
;Der Verbrecher aus verlorener Ehre;;Friedrich Schiller;;Ikea #11;;;;;
;Faust;Der Tragödie erster Teil;Johann Wolfgang von Goethe;;Ikea #11;;;;;
;Draußen vor der Tür;;Wolfgang Borchert;rororo;Ikea #11;;;;;
;Helden Candida;;Bernard Shaw;suhrkamp;Ikea #11;;;;;
;Effi Briest;;Theodor Fontane;Klett;Ikea #11;;;;;
;Don Carlos;;Friedrich Schiller;;Ikea #11;;;;;
;Der Gesang der Flusskrebse;;Delia Owens;Heyne;Ikea #11;;;;;
;Panik;;Jason Starr;Diogenes;Ikea #11;;;;;
;Der ewige Spießer;;Ödön von Horváth;Suhrkamp;Ikea #11;;;;;
;Dein Gehirn weiß mehr, als du denkst;Neuste Erkenntnisse aus der Hirnforschung;Niels Birbaumer;Ullstein;Ikea #11;;;;;
;In Stahlgewittern;;Ernst Jünger;Klett-Cotta;Ikea #11;;;;;
;Buddenbrooks;;Thomas Mann;Fischer;Ikea #12;;;;;
;Flug7angst;;Sebastian Fitzek;Knaur;Ikea #12;;;;;
;Passagier 23;;Sebastian Fitzek;Knaur;Ikea #12;;;;;
;Befehl von Oben;;Tom Clancy;Heyne;Ikea #12;;;;;
;Artemis Fowl;Der Geheimcode;Eoin Colfer;List;Ikea #12;;;;;
;Artemis Fowl;Die Verschwörung;Eoin Colfer;List;Ikea #12;;;;;
;Artemis Fowl;;Eoin Colfer;List;Ikea #12;;;;;
;Elon Musk;Tesla, SpaceX, and the Quest for a Fantastic Future;Ashlee Vance;ecco;Ikea #12;;;;;
;Weißen Feminismus canceln;Warum unser Feminismus feministischer werden muss;Sibel Schick;Fischer;Ikea #12;;;;;
;Highest Duty;My Search for What Really Matters;Capt. Chesley „Sully“ Sullenberger;Morrow;Ikea #12;;;;;
;Der Patient;;John Katzenbach;Knaur;Ikea #12;;;;;
;Damenopfer;Katharina Klein in den Schlagzeilen;Helmut Barz;Sutton Krimi;Ikea #12;;;;;
;Partitur des Todes;;Jan Segher;rororo;Ikea #12;;;;;
;Justizpalast;;Petra Morsbach;Penguin;Ikea #12;;;;;
;Der kleine Prinz;;Antoine de Saint-Exupéry;Heyne;Ikea #12;;;;;
;Der Ruf des Kuckucks;;Robert Galbraith;blanvalet;Ikea #12;;;;;
;Verurteilen;Der strafende Staat und die Soziologie;Geoffroy de Lagasnerie;Suhrkamp;Ikea #12;;;;;
;Die Braut im Schnee;;Jan Seghers;Wunderlich;Ikea #12;;;;;
;Er ist wieder da;;Timur Vermes;eichborn;Ikea #12;;;;;
;Der Mensch;Kompaktwissen - 2000 Schlüsselbegriffe;;coventgarden;Ikea #12;;;;;
;Migräne;;Andreas Rivoir;aethera;Ikea #12;;;;;
;Kompaktatlas Menschlicher Körper;;;;Ikea #12;;;;;
;Weihnachten mit Agatha Christie;;Agatha Christie;Schwerz;Ikea #12;;;;;
;Das fehlende Glied in der Kette, Die Büchse der Pandora, Das unvollendete Bildnis;;Agatha Christie;Wissen Verlag;Ikea #12;;;;;
;Harry Potter;and the Philosopher’s Stone;J. K. Rowling;Bloomsbury;Ikea #12;;;;;
;Harry Potter ;and the Deathly Hallows;J. K. Rowling;Bloomsbury;Ikea #12;;;;;
;Harry Potter ;und der Orden des Phönix;J. K. Rowling;Carlsen;Ikea #12;;;;;
;Ein Plötzlicher Todesfall;;J. K. Rowling;Carlsen;Ikea #12;;;;;
;Familienrecht;2. Auflage;Mariana Wellenhofer;C. H. Beck;Ikea #12;;;;;
;Sachenrecht;31. Auflage;Mariana Wellenhofer;C. H. Beck;Ikea #12;;;;;
;Sachenrecht;32. Auflage;Mariana Wellenhofer;C. H. Beck;Ikea #12;;;;;
;Bürgerliches Gesetzbuch;64. Auflage 2009;;dtv;Ikea #12;;;;;
;Villa Nachtigal;;Agatha Christie;Diogenes;Ikea #12;;;;;
;Poesie Album von Lotte;;;;Ikea #12;;;;;
;Lexikon der Antike;;Johannes Irmscher;Heyne;Ikea #12;;;;;
;Der Jugend Brockhaus 1;;;;Ikea #12;;;;;
;Der Jugend Brockhaus 2;;;;Ikea #12;;;;;
;Richter Morden Besser;;Thorsten Schleif;Heyne;Ikea #13;;;;;
;Richter Jagen Besser;;Thorsten Schleif;Heyne;Ikea #13;;;;;
;Vater Unser;;Jilliane Hoffman;rororo;Ikea #13;;;;;
;Argus;;Jilliane Hoffman;rororo;Ikea #13;;;;;
;Mädchenfänger;;Jilliane Hoffman;rororo;Ikea #13;;;;;
;Samariter;;Jilliane Hoffman;rororo;Ikea #13;;;;;
;Cupido;;Jilliane Hoffman;rororo;Ikea #13;;;;;
;Mords Freunde;;Nele Neuhaus;List;Ikea #13;;;;;
;Die Lebenden und die Toten;;Nele Neuhaus;Ullstein;Ikea #13;;;;;
;Wer Wind Sät;;Nele Neuhaus;Ullstein;Ikea #13;;;;;
;Tiefe Wunden, Schneewittchen muss sterben;;Nele Neuhaus;Weltbild;Ikea #13;;;;;
;Böser Wolf;;Nele Neuhaus;Ullstein;Ikea #13;;;;;
;Eine unbeliebte Frau;;Nele Neuhaus;List;Ikea #13;;;;;
;Unter Haien;;Nele Neuhaus;Ullstein;Ikea #13;;;;;
;Alles über Flugzeuge;Wieso Weshalb Warum;;Ravensburger;Ikea #13;;;;;
;Biss zum Ende der Nacht;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Biss zur Mittagsstunde;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Biss zum Abendrot;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Biss zum Morgengrauen;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;New Moon;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Eclipse;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Twilight;;Stepehenie Meyer;Carlsen;Ikea #13;;;;;
;Die Taube;;Patrick Süskind;Diogenes;Ikea #13;;;;;
;Merkwürdige Kriminalfälle des Richters Di;Detektivromand um einen altchinesischen Sherlock Holmes;;Fischer;Ikea #13;;;;;
;Casion Royale;;Ian Fleming;cross cult;Ikea #13;;;;;
;Der Fall Collini;;Ferdinand von Schirach;Piper;Ikea #13;;;;;
;Im Recht;Einlassungen von Deutschlands bekanntestem Strafrichter;Thomas Fischer;Droemer;Ikea #13;;;;;
;flying leap;a novel in perspective;Ralf W. Oliver;Twoharbors;Ikea #13;;;;;
;Frankfurt Myliusstraße;;Udo Scheu;Societäts Verlag;Ikea #13;;;;;
;Einführung in die Sozialpsychologie;;Werner Herkner;Hans Huber;Ikea #13;;;;;
;Kochbücher;;;;Ikea #14;;;;;
;Russische Bücher;;;;Ikea #14;;;;;
;Programmierte Lateinische Grammatik;;Wandenhoeck & Ruprecht;;Ikea #14;;;;;
;Berg Heil;;;Pause;Ikea #14;;;;;
;Physik Mittelstufe;;Dorn, Bader;Schroedel;Ikea #14;;;;;
;Brockhaus 1+2;;;;Ikea #15;;;;;
;Apa Guide London;;;;Ikea #15;;;;;
;Abbitte;;Ian McEwan;Diogenes;Ikea #15;;;;;
;1001 Nacht;;;;Ikea #15;;;;;
;Meyers Handbuch über die Musik;;;;Ikea #15;;;;;
;Div. Uni Skripte  Regelungstechnik;;;;Ikea #15;;;;;
;persönliche Journals Alex;;;;Ikea #15;;;;;
;Schönfelder Jura Lotte;;;;Ikea #15;;;;;
;The Lean Startup;;Eric Ries;Currency;Ikea #15;;;;;
;Pre-Suasion;A Revolutionary Way to Influence and Persuade;Robert Cialdini;rh books;Ikea #15;;;;;
;the fearless organization;Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth;Amy C. Edmondson;Wiley;Ikea #15;;;;;
;Das Wechselmodell;Studien zum deutschen und internationalen Familien- und Erbrecht;Dragana Damljanovic;Academic Research;Ikea #15;;;;;
;Grenzen des Vorrangs der ambulanten vo der stationären Pflege in der sozialen Pflegeversicherung;;Katrin von Mielecki;Duncker & Humbolt;Ikea #15;;;;;
;Berufsrecht der Anwaltschaft;19. Auflage 2019;Huff, Löwe;;Ikea #15;;;;;
;Minds and Machines; Journal of Philosophy, Cognitive Science and Artifical Intelligence;;Springer;Ikea #15;;;;;
;How to Be Everything;;Emiliy Wadnick;HarperOne;Ikea #15;;;;;
;girls who code;;Reshma Saujani;;Ikea #15;;;;;
;Frohes Schaffen;;Timo Kaapke;weissklee;Ikea #15;;;;;
;Das Social Intranet;;Martin Seibert;;Ikea #15;;;;;
;Der Bitcoin Standard;;Saifedean Ammous;Aprycot;Ikea #15;;;;;
;Glück;;Matthieu Ricard;Knaur;Ikea #15;;;;;
;The Mythical Man-Month;;Frederick P. Brooks Jr.;Addison Wesley;Ikea #15;;;;;
;Leading Design;;Jan-Erik Baars;Vahlen;Ikea #15;;;;;
;Neue Musikgeschichtliche Forschungen;Die Entwicklung der Sonatenform im musiktheoretischen Schrifttum des 18. und 19. Jahrhunderts;Fred Ritzel;Breitkopf & Härtel;Ikea #16;;;;;
;Das Drama des begabten Kindes;Eine Um- und Fortschreibung;Alice Miller;Suhrkamp;Ikea #16;;;;;
;Fähnrich Charlotte;;Hermann Gerstner;;Ikea #16;;;;;
;Kindeswohl;;Ian McEwan;Diogenes;Ikea #16;;;;;
;Symposion;;Platon;Reclam;Ikea #16;;;;;
;Schiller;;Norbert Oellers;Reclam;Ikea #16;;;;;
;Die Bücher der Geschichte VII - IX;;Herodot;Reclam;Ikea #16;;;;;
;Cicero;;Marion Giebel;rororo;Ikea #16;;;;;
;Vergil;;Marion Giebel;rororo;Ikea #16;;;;;
;Die Musik - Schülerduden;;;Bibliographisches Institut;Ikea #16;;;;;
;Das ABC der Formenlehre;;L. K. Weber;Zimmermann Frankfurt;Ikea #16;;;;;
;Ich finde dich;;Harlan Coben;Goldmann;Ikea #16;;;;;
;Menschen entschlüsseln;Ein Kriminalpsychologe erklärt, wie man spezielle Analyse- und Profilingtechniken im Alltag nutzt;Jens Hoffmann;mvg;Ikea #16;;;;;
;The Wave;The Classroom is Out of Control;Morton Rhue;Penguin;Ikea #16;;;;;
;Die Insel des vollkommenen Glücks;;Waluszek;;Ikea #16;;;;;
;Richard Branson;Loosing my Virginity;Richard Branson;Virgin;Ikea #16;;;;;
;Microservices Recipes;;Eberhard Wolff;INNOQ;Ikea #16;;;;;
;Domain-Driven Design Referenz;;Eric Evans;INNOQ;Ikea #16;;;;;
;Datenbanken;Datenmodelle, Skalierung, Cloud;Lucas Dohmen, Christine Koppelt;INNOQ;Ikea #16;;;;;
;Zero to One;Notes on Startups or How to Build the Future;Peter Thiel;Virgin;Ikea #16;;;;;
;Will;;Will Smith, Mark Manson;Penguin;Ikea #16;;;;;
;The Goal;;Eliyahu M. Goldratt, Jeff Cox;North River Press;Ikea #16;;;;;
;Nikomachische Ethik;;Aristoteles;Reclam;Ikea #16;;;;;
;Knoten;für Alltag, Sport & Freizeit;Maria Costantino;Bassermann;Ikea #16;;;;;
;The 22 Immutable Laws of Marketing;Violate Them at Your Own Risk;Al Ries, Jack Trout;perfect bound;Ikea #16;PDF Ausdruck - PowerMBA;;;;
;Slingshot;Re-Imagine your business, re-imagine your life;Gabor George Burt;Franklin Green Publishing;Ikea #16;PDF Ausdruck - PowerMBA;;;;
;Selbstorganisation brauch Führung;Die einfachen Geheimnisse Agilen Managements;Boris Gloger, Dieter Rösner;Hanser;Ikea #16;Auch als PDF in Books;;;;
;Ismael;;Daniel Quinn;Goldmann;Ikea #16;;;;;
;Building a Story Brand;Clarify Your Message So Customers Will Listen;Donald Miller;HarperCollins;Ikea #16;;;;;
;Fachtfullness;Wie wir Lernen die Welt so zu sehen, wie sie wirklich ist;Hans Rosling;Ullstein;Ikea #16;;;;;
;Künstliche Intelligenz und der Sinn des Lebens;;Richard David Precht;Goldmann;Ikea #16;;;;;
;How to Stop Worrying and Start Living;Time-tested methods for conquering worry and anxiety;Dale Carnegie;Pocket;Ikea #16;;;;;
;Managerkonferenz;Effektives Führungstraining;Thomas Gordon;Heyne;Ikea #16;;;;;
;Communication for Engineers;A framework for software developers to become better communicators and increase their happiness, productivity, and impact;Chris Laffra;;Ikea #16;;;;;
953ad94af278ff29a58ee8e6777b1e6a;Observability Engineering;Achieving Production Excellence;Charity Majors, Liz Fong-Jones, George Miranda;O’Reilly;Ikea #16;;;;;
;Designing for Growth;a design thinking tool kit for managers;Jeanne Liedtka, Tim Ogilvie;Columbia Business School;Ikea #16;;;;;
;Principles;Life & Work;Ray Dalio;Simon & Schuster;Ikea #16;;;;;
;Silva-Mind Control;Steigerung der Kreativität und Leistungsfähigkeit des menschlichen Geistes;José Silva;Allegria;Ikea #16;;;;;
;Die 7 Wege zur Effektivität;Prinzipien für Persönlichen und Beruflichen Erfolg;Stephen R. Covey;;Ikea #16;;;;;
;Business Made Simple;60 Days to Master Leadership, Sales, Marketing, Execution, Management, Personal Productivity and More;Donald Miller;HarperCollins;Ikea #16;;;;;
;Hypothesis Driven Development;A Guide to Smarter Product Management;Alex Cowan;Cook & McDouglas;Ikea #16 —> Tansania;;;;;
;Denkwerkzeuge der Höchstleister;Wie dynamikrobuste Unternehmen Marktdruck erzeugen;Gerhard Wohland, Matthias Wiemeyer;Murmann;Ikea #16;;;;;
;Bushcraft 101;Überleben in der Wildnis - Der Ultimative Praxixführer;Dave Canterbury;Anaconda;Ikea #16;;;;;
;The 4-Hour Work Week;Escape the 9-5, Live anywhere and Join the new rich;Timothy Ferris;;Ikea #17;;;;;
;Design Your Work Life;How to thrive and change and find happiness at work;Bill Burnett, Dave Evans;Knopf;Ikea #17;;;;;
;Make Time;How to Focus on what Matters every day;Jake Knapp, John Zeratsky;Bantam Press;Ikea #17;;;;;
;Goal Setting;The Ultimate Guide to Achieving Goals that truly excite you;Thibaut Meurisse;;Ikea #17;;;;;
;;;;;Ikea #17;eingescannt;;;;
;Learning Functional Programming;Managing Code Complexity by Thinking Functionally;Jack Widman;O’Reilly;Ikea #17;eingescannt;;;;
;Das Zettelkasten-Prinzip;Erfolgreich wissenschaftlich Schreiben und Studieren mit effektiven Notizen;Sönke Ahrens;;Ikea #17;eingescannt;;;;
;Zeitmanagement;;Cordula Nussbaum;GU;Ikea #17;eingescannt;;;;
;Think Like a Rocket Scientist;Simple Strategies You can Use to Make Giant Leaps in Work and Life;Ozan Varol;PublicAffairs;Ikea #17;;;;;
;Bulletproof Problem Solving;The One Skill That Changes Everything;Charles Conn, Robert McLean;Wiley;Ikea #17;;;;;
;Never Split The Difference;Negotiating as if your life depended on it;Chris Voss, Tahl Raz;random house ;Ikea #17;;;;;
;Maybe You Should Give Up;;Byron Morrison;;Ikea #17;;;;;
;How to Disagree;;Ian Leslie;;Ikea #17;;;;;
;Teaching with Tendernes;;Becky Thompson;;Ikea #17;;;;;
;Running Lean;Iterate from Plan A to a Plan that Works;Ash Maurya;;Ikea #17;;;;;
;Rechtsfragen zur Ehe;;Herbert Grziwotz;;Ikea #17;;;;;
;Network Thinking;Was kommt nach dem Brockhaus-Denken?;Ulrich Weinberg;;Ikea #17;;;;;
;Träge Transformation;Welche Denkfehler den digitalen Wandel blockieren;Sascha Friesike, Johanna Sprondel;;Ikea #17;;;;;
;Was ist Liebe, Sokratest?;Die großen Philosophen über das schönste aller Gefühle;Nora Kreft;;Ikea #17;;;;;
;Niklas Luhmanns Theorie sozialer Systeme;;Georg Kneer, Armin Nassehi;;Ikea #17;;;;;
;Das Neue Lernen heißt Verstehen;;Henning Beck;;Ikea #17;;;;;
;Learn like a Pro;Science-Based Tools to Become Better at Anything;Barbara Oakley, Olav Schewe;;Ikea #17;;;;;
;Learning to Make a Difference;Value Creation in Social Learning Spaces;Etienne Wenger-Trayner, Beverly Wenger-Trayner;;Ikea #17;;;;;
;Mörderfinder;;Arno Strobel;;Ikea #17;;;;;
;No One Dies Yet;;Kobby Ben Ben;;Ikea #17;;;;;
;The Diary of a Young Girl;;Anne Frank;;Ikea #17;;;;;
;Die Technik des Modernen Verkehrsflugzeuges;;Klaus Hünecke;;Ikea #17;;;;;
;Konsum;Warum wir kaufen was wir nicht brauchen;Carl Tillessen;;Ikea #17;;;;;
;Die Abwertung der Mütter;Wie überholte Familienpolitik uns den Wohlstand kostet;Anne Theiss;;Ikea #17;;;;;
;Justice, Justice Thou Shalt Pursue;;Ruth Bader Ginsburg;;Ikea #17;;;;;
